address,year
"г. Пермь, ул. Блочная, д. 6 км.3",1960
"г. Пермь, ул. Блочная, д. 7",1962
"г. Пермь, ул. Блочная, д. 8",1962
"г. Пермь, ул. Блочная, д. 9",1962
"г. Пермь, ул. Блюхера, д. 3",1967
"г. Пермь, ул. Блюхера, д. 5",1967
"г. Пермь, ул. Блюхера, д. 7",1967
"г. Пермь, ул. Бобруйская, д. 34",1981
"г. Пермь, ул. Богдана Хмельницкого, д. 1",1959
"г. Пермь, ул. Богдана Хмельницкого, д. 2, к. а",1958
"г. Пермь, ул. Богдана Хмельницкого, д. 3",1960
"г. Пермь, ул. Богдана Хмельницкого, д. 5",1960
"г. Пермь, ул. Богдана Хмельницкого, д. 7",1959
"г. Пермь, ул. Богдана Хмельницкого, д. 9",1960
"г. Пермь, ул. Богдана Хмельницкого, д. 11",1960
"г. Пермь, ул. Богдана Хмельницкого, д. 12",2014
"г. Пермь, ул. Богдана Хмельницкого, д. 13",1981
"г. Пермь, ул. Богдана Хмельницкого, д. 21",1977
"г. Пермь, ул. Богдана Хмельницкого, д. 22",1976
"г. Пермь, ул. Богдана Хмельницкого, д. 24",1975
"г. Пермь, ул. Богдана Хмельницкого, д. 26",1960
"г. Пермь, ул. Богдана Хмельницкого, д. 29",1975
"г. Пермь, ул. Богдана Хмельницкого, д. 30",1962
"г. Пермь, ул. Богдана Хмельницкого, д. 32",1958
"г. Пермь, ул. Богдана Хмельницкого, д. 36",1965
"г. Пермь, ул. Богдана Хмельницкого, д. 40",1957
"г. Пермь, ул. Богдана Хмельницкого, д. 42",1957
"г. Пермь, ул. Богдана Хмельницкого, д. 56",1972
"г. Пермь, ул. Богдана Хмельницкого, д. 57",1954
"г. Пермь, ул. Богдана Хмельницкого, д. 58",1972
"г. Пермь, ул. Богдана Хмельницкого, д. 58, к. б",1976
"г. Пермь, ул. Богдана Хмельницкого, д. 59",1952
"г. Пермь, ул. Богдана Хмельницкого, д. 65",1952
"г. Пермь, ул. Богдана Хмельницкого, д. 67",1952
"г. Пермь, ул. Богдана Хмельницкого, д. 82",1972
"г. Пермь, ул. Боровая, д. 2",2013
"г. Пермь, ул. Боровая, д. 2а",1956
"г. Пермь, ул. Боровая, д. 3",1934
"г. Пермь, ул. Боровая, д. 14а",1952
"г. Пермь, ул. Боровая, д. 20",1956
"г. Пермь, ул. Боровая, д. 22",1953
"г. Пермь, ул. Боровая, д. 24",1960
"г. Пермь, ул. Боровая, д. 26",1961
"г. Пермь, ул. Боровая, д. 28",1960
"г. Пермь, ул. Боровая, д. 30",1960
"г. Пермь, ул. Боровая, д. 30, стр. А",1962
"г. Пермь, ул. Бородинская, д. 23",1957
"г. Пермь, ул. Бородинская, д. 26",1963
"г. Пермь, ул. Бородинская, д. 30",1955
"г. Пермь, ул. Бородинская, д. 31",1958
"г. Пермь, ул. Бородинская, д. 33",1958
"г. Пермь, ул. Бородинская, д. 34",1950
"г. Пермь, ул. Бородинская, д. 34а",1953
"г. Пермь, ул. Бородинская, д. 35",1956
"г. Пермь, ул. Бородинская, д. 36",1951
"г. Пермь, ул. Борцов Революции, д. 347",1973
"г. Пермь, ул. Борцов Революции, д. 349",1950
"г. Пермь, ул. Борцов Революции, д. 391",1948
"г. Пермь, ул. Борцов Революции, д. 393",1948
"г. Пермь, ул. Борцов Революции, д. 399",1948
"г. Пермь, ул. Борчанинова, д. 1",1962
"г. Пермь, ул. Борчанинова, д. 1, к. ОБЩ",1962
"г. Пермь, ул. Борчанинова, д. 3",1959
"г. Пермь, ул. Борчанинова, д. 4",1968
"г. Пермь, ул. Борчанинова, д. 5",1968
"г. Пермь, ул. Борчанинова, д. 7",1968
"г. Пермь, ул. Борчанинова, д. 8",1969
"г. Пермь, ул. Борчанинова, д. 12",1982
"г. Пермь, ул. Борчанинова, д. 14",1981
"г. Пермь, ул. Борчанинова, д. 15",1995
"г. Пермь, ул. Братская, д. 2",1981
"г. Пермь, ул. Братская, д. 2, к. 2",1986
"г. Пермь, ул. Братская, д. 2/1",1968
"г. Пермь, ул. Братская, д. 4",1968
"г. Пермь, ул. Братская, д. 6",1968
"г. Пермь, ул. Братская, д. 6а",1988
"г. Пермь, ул. Братская, д. 8",1968
"г. Пермь, ул. Братская, д. 12",1968
"г. Пермь, ул. Братская, д. 16",1968
"г. Пермь, ул. Братская, д. 18",1968
"г. Пермь, ул. Братская, д. 20",1968
"г. Пермь, ул. Братская, д. 22",1968
"г. Пермь, ул. Братская, д. 127",1960
"г. Пермь, ул. Братская, д. 129",1960
"г. Пермь, ул. Братская, д. 131",1960
"г. Пермь, ул. Братская, д. 171",1962
"г. Пермь, ул. Братская, д. 171а",1985
"г. Пермь, ул. Братская, д. 175",1961
"г. Пермь, ул. Братьев Игнатовых, д. 7",1963
"г. Пермь, ул. Братьев Игнатовых, д. 9",1963
"г. Пермь, ул. Братьев Игнатовых, д. 11",1964
"г. Пермь, ул. Братьев Игнатовых, д. 15",1964
"г. Пермь, ул. Братьев Игнатовых, д. 17",1964
"г. Пермь, ул. Братьев Игнатовых, д. 19",1963
"г. Пермь, ул. Братьев Игнатовых, д. 21",1964
"г. Пермь, ул. Братьев Игнатовых, д. 21, стр. А",1964
"г. Пермь, ул. Брестская, д. 3",1958
"г. Пермь, ул. Брестская, д. 4",1958
"г. Пермь, ул. Брестская, д. 5",1958
"г. Пермь, ул. Брестская, д. 6",1958
"г. Пермь, ул. Брестская, д. 7",1958
"г. Пермь, ул. Брестская, д. 8",1958
"г. Пермь, ул. Брестская, д. 9",1958
"г. Пермь, ул. Брестская, д. 10",1958
"г. Пермь, ул. Брестская, д. 11",1958
"г. Пермь, ул. Брестская, д. 12",1958
"г. Пермь, ул. Брестская, д. 13",1958
"г. Пермь, ул. Брестская, д. 14",1958
"г. Пермь, ул. Брестская, д. 15",1958
"г. Пермь, ул. Брестская, д. 16",1958
"г. Пермь, ул. Брестская, д. 17",1959
"г. Пермь, ул. Брестская, д. 17 А",1958
"г. Пермь, ул. Брестская, д. 19",1959
"г. Пермь, ул. Брестская, д. 21",1959
"г. Пермь, ул. Бригадирская, д. 1",1958
"г. Пермь, ул. Бригадирская, д. 8",1965
"г. Пермь, ул. Брикетная, д. 3",1949
"г. Пермь, ул. Брикетная, д. 4",1976
"г. Пермь, ул. Брикетная, д. 5",1953
"г. Пермь, ул. Брикетная, д. 6",1955
"г. Пермь, ул. Брикетная, д. 8",1933
"г. Пермь, ул. Брикетная, д. 12",1955
"г. Пермь, ул. Брикетная, д. 22",1976
"г. Пермь, ул. Буксирная, д. 9",1960
"г. Пермь, ул. Буксирная, д. 11",1982
"г. Пермь, ул. Буксирная, д. 13",1984
"г. Пермь, ул. Буксирная, д. 15",1985
"г. Пермь, ул. Буксирная, д. 19",1961
"г. Пермь, ул. Бумажников, д. 2",1954
"г. Пермь, ул. Бумажников, д. 4",1953
"г. Пермь, ул. Бумажников, д. 12",1961
"г. Пермь, ул. Бумажников, д. 20",1972
"г. Пермь, ул. Бушмакина, д. 6",1958
"г. Пермь, ул. Бушмакина, д. 9",1957
"г. Пермь, ул. Бушмакина, д. 10",1959
"г. Пермь, ул. Бушмакина, д. 13",1953
"г. Пермь, ул. Бушмакина, д. 14",1964
"г. Пермь, ул. Бушмакина, д. 16",1964
"г. Пермь, ул. Бушмакина, д. 23",1954
"г. Пермь, ул. Бушмакина, д. 25",1954
"г. Пермь, ул. Бушмакина, д. 27",1955
"г. Пермь, ул. Бушмакина, д. 94",2014
"г. Пермь, ул. Бушмакина, д. 94",2015
"г. Пермь, ул. Бушмакина, д. 96",2017
"г. Пермь, ул. Вагановых, д. 3",1950
"г. Пермь, ул. Вагановых, д. 8",1959
"г. Пермь, ул. Вагановых, д. 9",1964
"г. Пермь, ул. Вагановых, д. 10",1959
"г. Пермь, ул. Вагонная, д. 3",1971
"г. Пермь, ул. Вагонная, д. 5",1964
"г. Пермь, ул. Вагонная, д. 7",1965
"г. Пермь, ул. Вагонная, д. 9",1964
"г. Пермь, ул. Вагонная, д. 11",1965
"г. Пермь, ул. Вагонная, д. 11а",1983
"г. Пермь, ул. Вагонная, д. 13",1967
"г. Пермь, ул. Вагонная, д. 15",1968
"г. Пермь, ул. Вагонная, д. 23",2010
"г. Пермь, ул. Вагонная, д. 27",2015
"г. Пермь, ул. Вагонная, д. 29",2008
"г. Пермь, ул. Валежная, д. 7",1948
"г. Пермь, ул. Василия Каменского, д. 2а",1987
"г. Пермь, ул. Василия Каменского, д. 3",1992
"г. Пермь, ул. Василия Каменского, д. 4",1982
"г. Пермь, ул. Василия Каменского, д. 5",1998
"г. Пермь, ул. Василия Каменского, д. 5, лит. А",2003
"г. Пермь, ул. Василия Каменского, д. 6",1981
"г. Пермь, ул. Василия Каменского, д. 10",1982
"г. Пермь, ул. Василия Каменского, д. 12",1982
"г. Пермь, ул. Василия Каменского, д. 16",1982
"г. Пермь, ул. Василия Каменского, д. 19",1954
"г. Пермь, ул. Василия Каменского, д. 21",1954
"г. Пермь, ул. Василия Каменского, д. 24",2008
"г. Пермь, ул. Василия Каменского, д. 26",1957
"г. Пермь, ул. Василия Каменского, д. 28",1958
"г. Пермь, ул. Василия Каменского, д. 30",1955
"г. Пермь, ул. Василия Каменского, д. 32",1956
"г. Пермь, ул. Василия Каменского, д. 32, к. а",1959
"г. Пермь, ул. Василия Каменского, д. 32А",1959
"г. Пермь, ул. Василия Каменского, д. 36",1959
"г. Пермь, ул. Василия Соломина, д. 8",1952
"г. Пермь, ул. Василия Соломина, д. 8, к. а",1953
"г. Пермь, ул. Василия Соломина, д. 10",1952
"г. Пермь, ул. Василия Соломина, д. 12",1953
"г. Пермь, ул. Василия Соломина, д. 12, к. а",1953
"г. Пермь, ул. Василия Соломина, д. 12а",1953
"г. Пермь, ул. Васнецова, д. 3",1974
"г. Пермь, ул. Васнецова, д. 11",1970
"г. Пермь, ул. Васнецова, д. 13",1971
